Week 5,,,,,,,,,,,,,,,,
 ,M,T,W,H, , ,CHSM61,Rifle Shooting (2019 version)- Qualify 4,Block 1,Rifle Range,,,4,3,1,
 ,M,T,W,H, , ,CHSM61,Rifle Shooting (2019 version)- Qualify 4,Block 2,Rifle Range,,,4,4,0,
 ,M,T,W,H, , ,CHSM62,Rifle Shooting (2019 version)- Qualify 5,Block 1,Rifle Range,,,4,3,1,
 ,M,T,W,H, , ,CHSM62,Rifle Shooting (2019 version)- Qualify 5,Block 2,Rifle Range,,,4,3,1,
 ,M,T,W,H, , ,CHSM63,Rifle Shooting (2019 version)- Qualify 6,Block 1,Rifle Range,,,4,4,0,
 ,M,T,W,H, , ,CHSM63,Rifle Shooting (2019 version)- Qualify 6,Block 2,Rifle Range,,,4,3,1,
 ,M,T,W,H, , ,CHSM58,Rowing (2021 version),Block 1,Aquatics,,,6,4,2,
 ,M,T,W,H,F, ,CHSM45,Search and Rescue (2014 version),Block 1,,,,,,,
 ,M,T,W,H, , ,CHSM5,Search and Rescue (2014 version),Block 1,Excursions,,,10,2,8,
 ,M,T,W,H, , ,CHSM7,Shotgun Shooting (2014 version)- Afternoon,Block 4,Shotgun Range,,,15,9,6,
 ,M,T,W,H, , ,CHSM4,Shotgun Shooting (2014 version)- Morning,Block 1,Shotgun Range,,,15,9,6,
 ,M,T,W,H, , ,CHSM46,"Signs, Signals, and Codes (2015 version)",Block 1,Scoutcraft,,,15,5,10,
 ,M,T,W,H, , ,CHSM46,"Signs, Signals, and Codes (2015 version)",Block 6,Scoutcraft,,,15,14,1,1
 ,M,T,W,H, , ,CHSM43,Small-Boat Sailing (2023 version),Block 4,Pinecrest,,,10,6,4,
 ,M,T,W,H, , ,CHSM43,Small-Boat Sailing (2023 version),Block 5,Pinecrest,,,10,6,4,
 ,M,T,W,H, , ,CHSM47,Soil and Water Conservation (2019 version) & Geology (2023 version),Block 2,Nature,,,15,5,10,
 ,M,T,W,H, , ,CHSM47,Soil and Water Conservation (2019 version) & Geology (2023 version),Block 5,Nature,,,15,15,0,
 ,M,T,W,H, , ,CHSM48,Space Exploration (2020 version),Block 4,Nature,,,15,15,0,1
 ,M,T,W,H, , ,CHSM48,Space Exploration (2020 version),Block 6,Nature,,,15,14,1,2
 ,M,T,W,H, , ,CHSM49,Swimming (2024 version),Block 3,Aquatics,,,10,10,0,
 ,M,T,W,H, , ,CHSM49,Swimming (2024 version),Block 4,Aquatics,,,10,10,0,1
 ,M,T,W,H, , ,CHSM50,Theater (2021 version),Block 3,Scoutcraft,,,10,9,1,1
 ,M,T,W,H, , ,CHSM50,Theater (2021 version),Block 4,Scoutcraft,,,10,9,1,1
 ,M,T,W,H, , ,CHSM56,Trail to First Class,Block 2,Trail to Eagle,,,20,10,10,
 ,M,T,W,H, , ,CHSM56,Trail to First Class,Block 3,Trail to Eagle,,,20,9,11,
 ,M,T,W,H, , ,CHSM3,Trail to Second Class,Block 1,Trail to Eagle,,,20,13,7,
 ,M,T,W,H, , ,CHSM3,Trail to Second Class,Block 2,Trail to Eagle,,,20,10,10,
 ,M,T,W,H, , ,CHSM3,Trail to Second Class,Block 6,Trail to Eagle,,,20,13,7,
 ,M,T,W,H, , ,CHSM2,Trail to Tenderfoot,Block 1,Trail to Eagle,,,20,8,12,
 ,M,T,W,H, , ,CHSM2,Trail to Tenderfoot,Block 3,Trail to Eagle,,,20,3,17,
 ,M,T,W,H, , ,CHSM2,Trail to Tenderfoot,Block 5,Trail to Eagle,,,20,6,14,
 ,M,T,W,H, , ,CHSM51,Weather (2018 version),Block 1,Nature,,,15,2,13,
 ,M,T,W,H, , ,CHSM51,Weather (2018 version),Block 3,Nature,,,15,2,13,
 ,M,T,W,H, , ,CHSM59,Welding (2012 version)- Afternoon,Block 4,Home Improvement,,,8,4,4,
 ,M,T,W,H, , ,CHSM52,Welding (2012 version)- Morning,Block 1,Home Improvement,,,8,7,1,
 ,M,T,W,H, , ,CHSM53,Wilderness Survival (2013 version),Block 1,Scoutcraft,,,15,7,8,
 ,M,T,W,H, , ,CHSM53,Wilderness Survival (2013 version),Block 4,Scoutcraft,,,15,17,-2,
 ,M,T,W,H, , ,CHSM53,Wilderness Survival (2013 version),Block 5,Scoutcraft,,,15,7,8,
 ,M,T,W,H, , ,CHSM54,Wood Carving (2015 version),Block 1,Handicraft,,,10,5,5,
 ,M,T,W,H, , ,CHSM54,Wood Carving (2015 version),Block 3,Handicraft,,,10,10,0,
 ,M,T,W,H, , ,CHSM54,Wood Carving (2015 version),Block 6,Handicraft,,,10,10,0,3
Total for Hi-Sierra Merit Badges,,,,,,,,,,,,,1410,986,,
, Less than 25% of class remains available for registration.,,,,,,,,,,,,,,,
, Less than 5% of class remains available for registration.,,,,,,,,,,,,,,,
Period Schedule,,,,,,,,,,,,,,,,
09:00 AM - 05:10 PM: Drop-In,,,,,,,,,,,,,,,,
09:00 AM - 10:00 AM: Block 1,,,,,,,,,,,,,,,,
10:00 AM - 11:00 AM: Block 2,,,,,,,,,,,,,,,,
11:00 AM - 12:00 PM: Block 3,,,,,,,,,,,,,,,,
01:30 PM - 02:30 PM: Block 4,,,,,,,,,,,,,,,,
02:50 PM - 03:50 PM: Block 5,,,,,,,,,,,,,,,,
04:10 PM - 05:10 PM: Block 6,,,,,,,,,,,,,,,,
Grand Total Seats Taken,,,,,,,,,,,,,,1006,,
